0	0	0.00236331266253251	0	0.00236331266253251
0.20004	0.004156471128	0.00472662532506501	0.0024661611336	0.00472662532506501
0.40008	0.015046848768	0.00708993798759752	0.009986716944	0.00708993798759752
0.60012	0.028494537768	0.00945325065013003	0.021924904104	0.00945325065013003
0.80016	0.042156269568	0.0118165633126625	0.0356751336	0.0118165633126625
1.0002	0.05584056588	0.014179875975195	0.04959411684	0.014179875975195
1.20024	0.070224362064	0.0165431886377275	0.063682573968	0.0165431886377275
1.40028	0.086078292216	0.0189065013002601	0.078634683792	0.0189065013002601
1.60032	0.103848925632	0.0212698139627926	0.095031162432	0.0212698139627926
1.80036	0.123599394936	0.0236331266253251	0.113124180312	0.0236331266253251
2.0004	0.14521023624	0.0259964392878576	0.13299419352	0.0259964392878576
2.20044	0.168541821624	0.0283597519503901	0.1547019342	0.0283597519503901
2.40048	0.193582868832	0.0307230646129226	0.178258684608	0.0307230646129226
2.60052	0.220370145216	0.0330863772754551	0.203588989656	0.0330863772754551
2.80056	0.248907611568	0.0354496899379876	0.23046928464	0.0354496899379876
3.0006	0.27903419568	0.0378130026005201	0.2588077512	0.0378130026005201
3.20064	0.310579223424	0.0401763152630526	0.288699648384	0.0401763152630526
3.40068	0.343437393744	0.0425396279255851	0.32025563832	0.0425396279255851
3.60072	0.377598144528	0.0449029405881176	0.353404906848	0.0449029405881176
3.80076	0.413095482576	0.0472662532506501	0.388028710224	0.0472662532506501
4.0008	0.44991716544	0.0496295659131826	0.42405439392	0.0496295659131826
4.20084	0.487946889864	0.0519928785757151	0.46138245804	0.0519928785757151
4.40088	0.527076674256	0.0543561912382476	0.499850190048	0.0543561912382476
4.60092	0.567310919496	0.0567195039007802	0.539308800192	0.0567195039007802
4.80096	0.60867531072	0.0590828165633127	0.579799456704	0.0590828165633127
5.001	0.6510941928	0.0614461292258452	0.6214882728	0.0614461292258452
5.20104	0.694597851792	0.0638094418883777	0.66454728288	0.0638094418883777
5.40108	0.73926202284	0.0661727545509102	0.708923076264	0.0661727545509102
5.60112	0.78501937248	0.0685360672134427	0.754367803392	0.0685360672134427
5.80116	0.831803967528	0.0708993798759752	0.800696987376	0.0708993798759752
6.0012	0.87958508184	0.0732626925385077	0.84794075424	0.0732626925385077
6.20124	0.928187960472	0.0756260052010402	0.896239171992	0.0756260052010402
6.40128	0.977416564224	0.0779893178635727	0.94557147648	0.0779893178635727
6.60132	1.027222163352	0.0803526305261052	0.995933226816	0.0803526305261052
6.80136	1.077751667232	0.0827159431886377	1.047311500416	0.0827159431886377
7.0014	1.12924740432	0.0850792558511702	1.09951525908	0.0850792558511702
7.20144	1.181847042144	0.0874425685137027	1.152429159744	0.0874425685137027
7.40148	1.235598630312	0.0898058811762352	1.206223636488	0.0898058811762352
7.60152	1.290256159632	0.0921691938387678	1.261125614688	0.0921691938387678
7.80156	1.345380582312	0.0945325065013003	1.317065600448	0.0945325065013003
8.0016	1.40082730944	0.0968958191638328	1.37365227552	0.0968958191638328
8.20164	1.45667687712	0.0992591318263653	1.4307350898	0.0992591318263653
8.40168	1.513142568	0.101622444488898	1.488602941056	0.101622444488898
8.60172	1.570374732144	0.10398575715143	1.547700598224	0.10398575715143
8.80176	1.62821117712	0.106349069813963	1.60794072384	0.106349069813963
9.0018	1.68657364728	0.108712382476495	1.668843702	0.108712382476495
9.20184	1.74557064432	0.111075695139028	1.729975365888	0.111075695139028
9.40188	1.805300107824	0.11343900780156	1.791263100984	0.11343900780156
9.60192	1.865831651712	0.115802320464093	1.853080301952	0.115802320464093
9.80196	1.926922227384	0.118165633126625	1.915610765544	0.118165633126625
10.002	1.9884236052	0.120528945789158	1.9788396888	0.120528945789158
10.202	2.050418364	0.12289225845169	2.042889288	0.12289225845169
10.4021	2.1129369646	0.125255571114223	2.1079023482	0.125255571114223
10.6021	2.1759537998	0.127618883776755	2.1736637462	0.127618883776755
10.8022	2.2395337084	0.129982196439288	2.2397497524	0.129982196439288
11.0022	2.303640636	0.13234550910182	2.3061271332	0.13234550910182
11.2022	2.3682122932	0.134708821764353	2.3731636656	0.134708821764353
11.4023	2.4332964292	0.137072134426885	2.4411640162	0.137072134426885
11.6023	2.498903374	0.139435447089418	2.5100647866	0.139435447089418
11.8024	2.5651100112	0.14179875975195	2.5798630112	0.14179875975195
12.0024	2.6315982144	0.144162072414483	2.6501539248	0.144162072414483
12.2024	2.6982190928	0.146525385077015	2.7205982944	0.146525385077015
12.4025	2.76516218	0.148888697739548	2.79135626	0.148888697739548
12.6025	2.832915975	0.15125201040208	2.862607465	0.15125201040208
12.8026	2.9017861056	0.153615323064613	2.9344327356	0.153615323064613
13.0026	2.970964074	0.155978635727145	3.006591198	0.155978635727145
13.2026	3.0398458396	0.158341948389678	3.0786878888	0.158341948389678
13.4027	3.1089439028	0.16070526105221	3.1506262998	0.16070526105221
13.6027	3.178678936	0.163068573714743	3.2229421218	0.163068573714743
13.8028	3.2486822192	0.165431886377275	3.2964951184	0.165431886377275
14.0028	3.318803628	0.167795199039808	3.3715381728	0.167795199039808
14.2028	3.389640248	0.17015851170234	3.4476160776	0.17015851170234
14.4029	3.4615353744	0.172521824364873	3.5243320184	0.172521824364873
14.6029	3.5341354464	0.174885137027405	3.6014256096	0.174885137027405
14.803	3.607076616	0.177248449689938	3.678515894	0.177248449689938
15.003	3.679965846	0.17961176235247	3.755220894	0.17961176235247
15.203	3.752617302	0.181975075015003	3.832037774	0.181975075015003
15.4031	3.8252982726	0.184338387677536	3.9096764544	0.184338387677536
