0.502513	0.737266
0	1.13616
1.50754	1.34983
1.00503	1.45171
2.01005	1.48634
2.51256	1.48012
3.01508	1.45058
3.51759	1.40771
4.0201	1.35876
4.52261	1.30741
5.02513	1.2563
5.52764	1.20687
6.03015	1.15996
6.53266	1.11589
7.03518	1.07482
7.53769	1.03668
8.0402	1.00137
8.54271	0.968702
9.04523	0.93848
9.54774	0.910509
10.0503	0.884589
10.5528	0.860538
11.0553	0.838184
11.5578	0.817368
12.0603	0.797949
12.5628	0.779797
13.0653	0.762795
13.5678	0.746839
14.0704	0.731837
14.5729	0.717703
15.0754	0.704362
15.5779	0.691744
16.0804	0.6798
16.5829	0.668461
17.0854	0.657688
17.5879	0.647431
18.0905	0.637657
18.593	0.628323
19.0955	0.619403
19.598	0.610863
20.1005	0.60268
20.603	0.594827
21.1055	0.587285
21.608	0.580031
22.1106	0.573048
22.6131	0.566319
23.1156	0.55983
23.6181	0.553566
24.1206	0.547513
24.6231	0.541661
25.1256	0.535997
25.6281	0.530512
26.1307	0.525197
26.6332	0.520042
27.1357	0.515039
27.6382	0.51035
28.1407	0.505462
28.6432	0.500874
29.1457	0.496411
29.6482	0.492068
30.1508	0.487838
30.6533	0.483718
31.1558	0.479703
31.6583	0.475787
32.1608	0.471967
32.6633	0.468239
33.1658	0.4646
33.6683	0.461241
34.1709	0.457572
34.6734	0.454176
35.1759	0.450857
35.6784	0.44761
36.1809	0.444433
36.6834	0.441323
37.1859	0.438279
37.6884	0.435297
38.191	0.432376
38.6935	0.429513
39.196	0.426707
39.6985	0.423956
40.201	0.421258
40.7035	0.418611
41.206	0.416014
41.7085	0.413465
42.2111	0.410963
42.7136	0.408505
43.2161	0.406092
43.7186	0.403721
44.2211	0.401392
44.7236	0.399103
45.2261	0.396852
45.7286	0.39464
46.2312	0.392464
46.7337	0.390325
47.2362	0.38822
47.7387	0.386149
48.2412	0.38411
48.7437	0.382104
49.2462	0.38013
49.7487	0.378185
50.2513	0.376271
50.7538	0.374385
51.2563	0.372527
51.7588	0.370697
52.2613	0.368894
52.7638	0.367117
53.2663	0.365366
53.7688	0.363639
54.2714	0.361937
54.7739	0.360259
55.2764	0.358604
55.7789	0.356971
56.2814	0.355361
56.7839	0.353772
57.2864	0.352205
57.7889	0.350658
58.2915	0.349132
58.794	0.347625
59.2965	0.346138
59.799	0.34467
60.3015	0.34322
60.804	0.341789
61.3065	0.340375
61.809	0.338979
62.3116	0.3376
62.8141	0.336238
63.3166	0.334892
63.8191	0.333562
64.3216	0.332248
64.8241	0.330949
65.3266	0.329666
65.8291	0.328397
66.3317	0.327143
66.8342	0.325903
67.3367	0.324678
67.8392	0.323466
68.3417	0.322267
68.8442	0.321082
69.3467	0.31991
69.8492	0.31875
70.3518	0.317604
70.8543	0.316469
71.3568	0.315347
71.8593	0.314236
72.3618	0.313137
72.8643	0.31205
73.3668	0.310974
73.8693	0.309908
74.3719	0.308854
74.8744	0.307811
75.3769	0.306778
75.8794	0.305755
76.3819	0.304743
76.8844	0.303741
77.3869	0.302748
77.8894	0.301765
78.392	0.300792
78.8945	0.299828
79.397	0.298873
79.8995	0.297927
80.402	0.296991
80.9045	0.296063
81.407	0.295143
81.9095	0.294233
82.4121	0.29333
82.9146	0.292436
83.4171	0.29155
83.9196	0.290672
84.4221	0.289802
84.9246	0.28894
85.4271	0.288085
85.9296	0.287239
86.4322	0.286399
86.9347	0.285567
87.4372	0.284742
87.9397	0.283924
88.4422	0.283113
88.9447	0.282309
89.4472	0.281512
89.9497	0.280721
90.4523	0.279938
90.9548	0.27916
91.4573	0.27839
91.9598	0.277625
92.4623	0.276867
92.9648	0.276114
93.4673	0.275369
93.9698	0.274629
94.4724	0.273895
94.9749	0.273167
95.4774	0.272444
95.9799	0.271728
96.4824	0.271017
96.9849	0.270311
97.4874	0.269612
97.9899	0.268917
98.4925	0.268229
98.995	0.267544
99.4975	0.266866
100	0.266865
